strain_id	selection_tool	sample_type	country	state	phylum	class	order	family	genus	species	sa_primary_test	sa_confirmation_test	sa_confirmed_activity	sa_purity_test	sa_purity_confirmed	bs_primary_test	bs_confirmation_test	bs_confirmed_activity	bs_purity_test	bs_purity_confirmed	sa_ml_disease_ctrl	bs_ml_disease_ctrl
SID00620	machine_learning_validation	Root	United States	Minnesota	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	59.6	-21.4
SID00621	machine_learning_validation	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E extremorientalis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	19.0	65.0
SID00622	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00623	diversity	Leaf	United States	Iowa	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea ananatis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00624	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001259595	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00625	spectrum	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae		gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00626	machine_learning_validation	Soil	United States	California	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_I	Bacillus_I endophyticus	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	20.2	60.0
SID00627	genome_similarity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00628	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00629	machine_learning_validation	Root	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	63.8	0.0
SID00630	diversity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_C	Bacillus_C aryabhattai	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00631	diversity	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp000568095	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00632	diversity	Other	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus altitudinis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00633	machine_learning_validation	Soil	United States	Arizona	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	51.9	10.0
SID00634	diversity	Soil	Uganda	Amuria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	gtdb_novel_strain	1	1	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00635	spectrum	Core	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00636	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	1	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00637	spectrum	Core	United States	Illinois	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001427125	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00638	diversity	Soil	United States	Minnesota	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus boronitolerans	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00639	machine_learning_validation	Root	United States	Louisiana	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus altitudinis	1	1	1	0	0	0.0	0.0	0.0	0.0	0.0	76.0	54.3
SID00640	spectrum	Insect	United States	North Carolina	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium sp000192635	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00641	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herbaspirillum	Herbaspirillum aquaticum	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00642	machine_learning_validation	Insect	United States	Illinois	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces katrae_B	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	39.9	65.0
SID00643	diversity	Insect	United States	North Carolina	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus succinus	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00644	diversity	Insect	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia iniecta	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00645	genome_similarity	Root	United States	Michigan	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0		
SID00646	genome_similarity	Root	United States	Michigan	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00647	genome_similarity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_B	Bacillus_F	Bacillus_F marisflavi	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00648	spectrum	Soil	Uganda	Soroti	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00649	genome_similarity	Core	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00650	spectrum	Root	United States	Florida	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia_A	Paraburkholderia_A caribensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00651	diversity	Amphibian	United States	North Carolina	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp002420705	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00652	diversity	Core	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00653	diversity	Core	United States	North Carolina	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus pakistanensis	1	1	1	1	0	0.0	0.0	0.0	0.0	0.0		
SID00654	spectrum	Root	United States	Iowa	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00655	diversity	Core	United States	Indiana	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp003019815	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00656	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	1	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00657	diversity	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Sporosarcina_B	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00658	diversity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_C	Bacillus_C aryabhattai	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00659	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00660	spectrum	Root	United States	Illinois	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Paenarthrobacter	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00661	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00662	spectrum	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00663	diversity	Tuber	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulosimicrobium	Cellulosimicrobium cellulans_E	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00664	diversity	Core	United States	Indiana	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp003019815	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00665	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00666	spectrum	Soil	Uganda	Soroti	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00667	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F otitidis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00668	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium_A	Exiguobacterium_A indicum	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00669	spectrum	Root	United States	Minnesota	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00670	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00671	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001259595	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00672	diversity	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus	1	1	1	1	0	1.0	0.0	0.0	0.0	0.0		
SID00673	diversity	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00674	diversity	Core	United States	Indiana	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter sp000745055	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00675	genome_similarity	Insect	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001547895	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0		
SID00676	machine_learning_validation	Root	United States	Minnesota	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	52.2	0.7
SID00677	machine_learning_validation	Insect	United States	North Carolina	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	56.1	0.0
SID00678	diversity	Core	United States	Indiana	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter rhizovicinus	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00679	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00680	diversity	Root	United States	Missouri	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp003019815	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00681	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter sp000374865	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00682	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00683	diversity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_C	Bacillus_C aryabhattai	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00684	machine_learning_validation	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	56.4	20.0
SID00685	machine_learning_validation	Insect	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001547895	1	1	0	0	0	1.0	0.0	0.0	0.0	0.0	100.0	50.0
SID00686	diversity	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales_A	Planococcaceae		gtdb_novel_strain	1	1	1	1	0	1.0	0.0	0.0	0.0	0.0		
SID00687	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter portucalensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00688	diversity	Insect	United States	Iowa	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00689	diversity	Root	United States	Illinois	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Leifsonia	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00690	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter_I	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00691	machine_learning_validation	Soil	United States	Ohio	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	-3.8	10.0
SID00692	machine_learning_validation	Soil	United States	California	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	44.2	25.0
SID00693	diversity	Root	United States	Missouri	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00694	machine_learning_validation	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	72.8	75.7
SID00695	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E fluorescens_AR	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00696	diversity	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00697	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herbaspirillum	Herbaspirillum seropedicae	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00698	machine_learning_validation	Other	United States	Oklahoma	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AW	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	24.4	0.0
SID00699	genome_similarity	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Chromobacterium	Chromobacterium vaccinii	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00700	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter mori	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00701	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00702	diversity	Core	United States	North Carolina	Firmicutes_I	Bacilli_A	Paenibacillales	Paenibacillaceae	Paenibacillus_B	Paenibacillus_B sp001894745	1	1	1	1	0	1.0	0.0	0.0	0.0	0.0		
SID00703	diversity	Root	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_B	Pseudomonas_B oryzihabitans	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00704	spectrum	Soil	United States	California	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00705	genome_similarity	Soil	United States	Connecticut	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E fluorescens_AP	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00706	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Paenarthrobacter	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00707	spectrum	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	1.0	1.0	1.0	0.0		
SID00708	spectrum	Soil	United States	Colorado	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00709	diversity	Tuber	United States	North Carolina	Firmicutes_I	Bacilli_A	Brevibacillales	Brevibacillaceae	Brevibacillus	Brevibacillus brevis_D	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00710	spectrum	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00711	machine_learning_validation	Other	United States	Rhode Island	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	63.5	40.0
SID00712	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00713	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001511755	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00714	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herbaspirillum	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00715	diversity	Tuber	United States	North Carolina	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus_A	gtdb_novel_strain	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00716	genome_similarity	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Chromobacterium	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00717	machine_learning_validation	Soil	United States	Pennsylvania	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	56.4	30.0
SID00718	spectrum	Core	United States	Indiana	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia_A	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00719	machine_learning_validation	Insect	United States	North Carolina	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces_B	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	50.0
SID00720	machine_learning_validation	Insect	United States	Illinois	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003173275	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	29.8	40.0
SID00721	diversity	Root	United States	Illinois	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00722	spectrum	Root	United States	Minnesota	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00723	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella_B	Klebsiella_B aerogenes	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00724	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00725	diversity	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	Bacillus_W	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00726	spectrum	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00727	spectrum	Root	United States	Minnesota	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium sp000192635	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00728	diversity	Core	United States	Indiana	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter_I	Arthrobacter_I sp900168135	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00729	diversity	Other	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	1	1	1	0	0.0	0.0	0.0	0.0	0.0		
SID00730	spectrum	Other	United States	New Mexico	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00731	machine_learning_validation	Core	United States	Hawaii	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	-7.4	0.0
SID00732	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter portucalensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00733	spectrum	Root	United States	Minnesota	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00734	spectrum	Other	United States	New Mexico	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00735	spectrum	Plant	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia_B	Paraburkholderia_B tropica	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00736	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_AW	Bacillus_AW sp001420605	1	0	0	0	0	1.0	1.0	1.0	1.0	1.0		
SID00737	machine_learning_validation	Root	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	34.5	65.0
SID00738	machine_learning_validation	Insect	United States	North Carolina	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	53.0	80.0
SID00739	genome_similarity	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Chromobacterium	Chromobacterium vaccinii	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00740	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herbaspirillum	Herbaspirillum huttiense	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00741	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00742	genome_similarity	Leaf	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00743	diversity	Soil	Uganda	Amuria	Firmicutes_I	Bacilli_A	Brevibacillales	Brevibacillaceae	Brevibacillus	Brevibacillus reuszeri_A	1	1	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00744	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia sp900115545	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00745	diversity	Root	United States	Ohio	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Gordonia	Gordonia polyisoprenivorans	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
