strain_id	bgc_id	fam_cluster_id	clan_cluster_id	product_class	top_kcb
SID00287	SID00287_ctg2.region001	terpene7275	terpene7676	terpene	None
SID00287	SID00287_ctg3.region001	others7276	others3580	phosphonate	None
SID00287	SID00287_ctg4.region001	ripps7277	ripps3447	lassopeptide	None
SID00287	SID00287_ctg5.region001	nrps7278	nrps10750	NRPS	Rhizocticin
SID00287	SID00287_ctg6.region001	ripps7279	ripps3447	bacteriocin	None
SID00945	SID00945_ctg0.region001	nrps7280	nrps10750	NRPS	None
SID00945	SID00945_ctg1.region001	pksother3662	pksother3708	T3PKS	None
SID00945	SID00945_ctg2.region001	terpene3500	terpene7676	terpene	Carotenoid
SID00945	SID00945_ctg3.region001	terpene7283	terpene7676	terpene	None
SID00945	SID00945_ctg4.region001	ripps7284	ripps3447	bacteriocin	None
SID00945	SID00945_ctg5.region001	pksnrp7285	pksnrp113	NRPS-like	None
SID00945	SID00945_ctg6.region001	pksother7285	pksother3708	NRPS-like	None
SID00945	SID00945_ctg7.region001	nrps7285	nrps10750	NRPS-like	None
SID00945	SID00945_ctg8.region001	nrps7286	nrps10750	NRPS	None
SID00383	SID00383_ctg0.region001	pksother7287	pksother3708	T3PKS	Ulleungmycin
SID00383	SID00383_ctg1.region001	others5759	others5759	betalactone	None
SID00383	SID00383_ctg2.region001	nrps5758	nrps5626	NRPS-like	Streptomycin
SID00683	SID00683_ctg0.region001	others6524	others3580	lanthipeptide	Staphylococcin C55 alpha / staphylococcin C55 beta
SID00683	SID00683_ctg1.region001	nrps7290	nrps10750	lanthipeptide	Staphylococcin C55 alpha / staphylococcin C55 beta
SID00683	SID00683_ctg2.region001	ripps5983	ripps3447	lanthipeptide	Staphylococcin C55 alpha / staphylococcin C55 beta
SID00683	SID00683_ctg3.region001	pksother6398	pksother6398	T3PKS	None
SID00683	SID00683_ctg4.region002	others6397	others3580	phosphonate	None
SID00683	SID00683_ctg5.region003	terpene6525	terpene7676	terpene	Carotenoid
SID00683	SID00683_ctg6.region001	terpene7294	terpene7676	terpene	None
SID00683	SID00683_ctg7.region001	others7295	others7295	siderophore	None
SID00683	SID00683_ctg8.region002	terpene6399	terpene7676	terpene	Locillomycin
SID01120	SID01120_ctg0.region001	pksother6376	pksother6376	T3PKS	None
SID01120	SID01120_ctg1.region001	others6133	others5759	betalactone	Microansamycin
SID01120	SID01120_ctg2.region001	nrps6130	nrps5626	NRPS-like	Streptomycin
SID00902	SID00902_ctg0.region001	nrps7300	nrps10750	NRPS-like	None
SID00902	SID00902_ctg1.region001	others5759	others5759	betalactone	Microansamycin
SID00902	SID00902_ctg2.region001	pksother7287	pksother3708	T3PKS	None
SID00902	SID00902_ctg3.region001	others6463	others3580	betalactone	None
SID00902	SID00902_ctg4.region001	others6001	others5629	siderophore	Desferrioxamine
SID01117	SID01117_ctg0.region001	nrps255	nrps10750	NRPS-like	SLI-2138
SID01117	SID01117_ctg1.region001	others6133	others5759	betalactone	Microansamycin
SID01117	SID01117_ctg2.region001	pksother6132	pksother6132	T3PKS	Pentalenolactone
SID01117	SID01117_ctg3.region001	others7308	others3580	betalactone	None
SID01117	SID01117_ctg4.region001	nrps6130	nrps5626	NRPS-like	Streptomycin
SID01117	SID01117_ctg5.region001	nrps253	nrps10750	NRPS-like	None
SID01117	SID01117_ctg6.region001	nrps3736	nrps10750	NRPS-like	None
SID00503	SID00503_ctg0.region001	pksnrp7312	pksnrp113	T1PKS;NRPS	Guadinomine
SID00503	SID00503_ctg1.region002	nrps7313	nrps10750	NRPS	Tridecaptin
SID00503	SID00503_ctg2.region001	nrps7312	nrps10750	T1PKS;NRPS	Guadinomine
SID00503	SID00503_ctg3.region001	pksother7312	pksother3708	T1PKS;NRPS	Guadinomine
SID00503	SID00503_ctg4.region001	terpene6793	terpene7676	terpene	Carotenoid
SID00503	SID00503_ctg5.region001	nrps7315	nrps10750	NRPS	None
SID00503	SID00503_ctg6.region001	others7316	others3580	siderophore	None
SID00503	SID00503_ctg7.region001	ripps6794	ripps3447	bacteriocin	None
SID00503	SID00503_ctg8.region001	ripps6796	ripps3447	lanthipeptide	None
SID00503	SID00503_ctg9.region001	nrps7319	nrps10750	NRPS	Fusaricidin
SID00503	SID00503_ctg10.region001	nrps7320	nrps10750	NRPS-like	None
SID00503	SID00503_ctg11.region001	nrps7321	nrps10750	NRPS	None
SID00503	SID00503_ctg12.region001	nrps7322	nrps10750	NRPS-like	None
SID00503	SID00503_ctg13.region001	pksother7323	pksother3708	NRPS;T1PKS;transAT-PKS	None
SID00503	SID00503_ctg14.region001	nrps7323	nrps10750	NRPS;T1PKS;transAT-PKS	None
SID00503	SID00503_ctg15.region001	pksnrp7323	pksnrp113	NRPS;T1PKS;transAT-PKS	None
SID00503	SID00503_ctg16.region001	pksother6792	pksother3708	T3PKS	None
SID00503	SID00503_ctg17.region001	nrps7325	nrps10750	NRPS	Tridecaptin
SID00503	SID00503_ctg18.region001	others7326	others3580	siderophore	None
SID00503	SID00503_ctg19.region001	nrps7327	nrps10750	NRPS	None
SID00503	SID00503_ctg20.region001	nrps7328	nrps10750	NRPS	None
SID00503	SID00503_ctg21.region001	nrps7329	nrps10750	NRPS	None
SID00858	SID00858_ctg0.region001	others7295	others7295	siderophore	None
SID00858	SID00858_ctg1.region002	terpene6399	terpene7676	terpene	Surfactin
SID00858	SID00858_ctg2.region001	terpene7294	terpene7676	terpene	None
SID00858	SID00858_ctg3.region001	pksother6398	pksother6398	T3PKS	None
SID00858	SID00858_ctg4.region002	ripps11321	ripps3447	bacteriocin	None
SID00858	SID00858_ctg5.region002	others6397	others3580	phosphonate	None
SID00858	SID00858_ctg6.region001	terpene6525	terpene7676	terpene	Carotenoid
SID00858	SID00858_ctg7.region001	ripps7337	ripps3447	LAP;bacteriocin	None
SID00871	SID00871_ctg0.region001	others6840	others6840	siderophore	None
SID00871	SID00871_ctg1.region002	terpene502	terpene7676	terpene	Surfactin
SID00871	SID00871_ctg2.region001	others6397	others3580	phosphonate	None
SID00871	SID00871_ctg3.region001	terpene7294	terpene7676	terpene	None
SID00871	SID00871_ctg4.region001	terpene6525	terpene7676	terpene	Carotenoid
SID00871	SID00871_ctg5.region001	ripps7343	ripps3447	lanthipeptide	Cytolysin ClyLl / cytolysin ClyLs
SID00871	SID00871_ctg6.region001	pksother6398	pksother6398	T3PKS	None
SID00116	SID00116_ctg0.region001	pksother5628	pksother3708	T3PKS	Pentalenolactone
SID00116	SID00116_ctg1.region001	nrps5626	nrps5626	NRPS-like	Streptomycin
SID00116	SID00116_ctg2.region001	nrps6470	nrps10750	NRPS-like	Pimaricin
SID00116	SID00116_ctg3.region001	others6133	others5759	betalactone	Microansamycin
SID00116	SID00116_ctg4.region001	nrps6015	nrps10750	NRPS-like	None
SID00116	SID00116_ctg5.region001	others5629	others5629	siderophore	Desferrioxamine
SID00888	SID00888_ctg0.region001	nrps6379	nrps5626	NRPS-like	Streptomycin
SID00888	SID00888_ctg1.region001	pksother6376	pksother6376	T3PKS	SW-163
SID00888	SID00888_ctg2.region001	others880	others880	siderophore	Desferrioxamine
SID00888	SID00888_ctg3.region002	terpene6377	terpene7676	terpene	Carotenoid
SID00888	SID00888_ctg4.region001	others6460	others3580	betalactone	None
SID00888	SID00888_ctg5.region001	others5757	others3580	betalactone	Microansamycin
SID00914	SID00914_ctg0.region001	others1266	others4853	betalactone	Fengycin
SID00914	SID00914_ctg1.region001	others7358	others3580	betalactone	Mycosubtilin
SID00914	SID00914_ctg2.region001	nrps6073	nrps2554	NRPS	Pyoverdine
SID00914	SID00914_ctg3.region001	others6527	others4416	arylpolyene	APE Vf
SID00914	SID00914_ctg4.region001	nrps7361	nrps10750	NRPS	Pyoverdine
SID00914	SID00914_ctg5.region001	ripps7396	ripps7396	bacteriocin	None
SID00750	SID00750_ctg0.region001	ripps7363	ripps3447	bacteriocin	None
SID00750	SID00750_ctg1.region002	ripps9851	ripps9597	bacteriocin	None
SID00750	SID00750_ctg2.region001	nrps6750	nrps10750	NRPS	Putisolvin
SID00750	SID00750_ctg3.region001	others10239	others3580	NAGGN	None
SID00750	SID00750_ctg4.region001	nrps6756	nrps10750	NRPS	Luminmide
SID00750	SID00750_ctg5.region001	others7368	others3580	betalactone	None
SID00750	SID00750_ctg6.region001	nrps7369	nrps10750	NRPS	Pyoverdine
SID00750	SID00750_ctg7.region001	nrps10237	nrps10237	NRPS	Pyoverdine
SID00750	SID00750_ctg8.region001	ripps10238	ripps3447	bacteriocin	None
SID00750	SID00750_ctg9.region001	nrps7413	nrps10750	NRPS	Syringomycin
SID01110	SID01110_ctg0.region001	nrps6073	nrps2554	NRPS	Pyoverdine
SID01110	SID01110_ctg1.region001	others3032	others4416	arylpolyene	APE Vf
SID01110	SID01110_ctg2.region001	others1266	others4853	betalactone	Fengycin
SID01110	SID01110_ctg3.region001	others6050	others2553	NAGGN	None
SID01110	SID01110_ctg4.region001	nrps7361	nrps10750	NRPS	Pyoverdine
SID01110	SID01110_ctg5.region001	nrps7378	nrps10750	NRPS	Safracin
SID01110	SID01110_ctg6.region001	ripps7396	ripps7396	bacteriocin	None
SID00390	SID00390_ctg0.region001	others6050	others2553	NAGGN	None
SID00390	SID00390_ctg1.region001	nrps6073	nrps2554	NRPS	Pyoverdine
SID00390	SID00390_ctg2.region001	others1266	others4853	betalactone	Fengycin
SID00390	SID00390_ctg3.region001	ripps1271	ripps4223	bacteriocin	None
SID00390	SID00390_ctg4.region001	others7384	others3580	terpene	Pyoverdine
SID00390	SID00390_ctg5.region001	nrps5765	nrps10750	terpene	Pyoverdine
SID00390	SID00390_ctg6.region001	terpene7384	terpene7676	terpene	Pyoverdine
SID00390	SID00390_ctg7.region001	nrps7385	nrps10750	NRPS	Rimosamide
SID00390	SID00390_ctg8.region001	others6527	others4416	arylpolyene	APE Vf
SID00390	SID00390_ctg9.region001	nrps5750	nrps10750	NRPS-like	Mangotoxin
SID00390	SID00390_ctg10.region001	ripps7396	ripps7396	bacteriocin	Bacillomycin
SID00390	SID00390_ctg11.region001	nrps12823	nrps10750	NRPS	Anikasin
SID00312	SID00312_ctg0.region001	nrps7390	nrps10750	NRPS-like	Pyoverdine
SID00312	SID00312_ctg1.region001	others1266	others4853	betalactone	Fengycin
SID00312	SID00312_ctg2.region001	nrps7392	nrps10750	NRPS	Pyoverdine
SID00312	SID00312_ctg3.region001	others6050	others2553	NAGGN	None
SID00312	SID00312_ctg4.region001	others3032	others4416	arylpolyene	APE Vf
SID00312	SID00312_ctg5.region001	nrps6073	nrps2554	NRPS	Pyoverdine
SID00312	SID00312_ctg6.region001	ripps7396	ripps7396	bacteriocin	None
SID00577	SID00577_ctg0.region001	others3030	others2553	NAGGN	None
SID00577	SID00577_ctg1.region001	others1266	others4853	betalactone	Fengycin
SID00577	SID00577_ctg2.region001	nrps1465	nrps10750	NRPS	Cupriachelin
SID00577	SID00577_ctg3.region001	others3032	others4416	arylpolyene	APE Vf
SID00577	SID00577_ctg4.region001	nrps9837	nrps10750	NRPS-like	Mangotoxin
SID00577	SID00577_ctg5.region001	ripps6005	ripps6005	bacteriocin	None
SID00192	SID00192_ctg0.region001	others7403	others3580	hserlactone	None
SID00192	SID00192_ctg1.region001	others10239	others3580	NAGGN	None
SID00192	SID00192_ctg2.region001	others7405	others3580	LAP	Pyoverdine
SID00192	SID00192_ctg3.region001	nrps10237	nrps10237	LAP	Pyoverdine
SID00192	SID00192_ctg4.region001	ripps7405	ripps3447	LAP	Pyoverdine
SID00192	SID00192_ctg5.region001	ripps10105	ripps3447	bacteriocin	None
SID00192	SID00192_ctg6.region001	ripps10238	ripps3447	bacteriocin	None
SID00192	SID00192_ctg7.region001	nrps7408	nrps10750	NRPS-like	Pyoverdine
SID00192	SID00192_ctg8.region001	nrps7409	nrps10750	NRPS	Pyoverdine
SID00192	SID00192_ctg9.region001	nrps6750	nrps10750	NRPS	WLIP
SID00192	SID00192_ctg10.region001	nrps7411	nrps10750	NRPS	Pyoverdine
SID00192	SID00192_ctg11.region001	nrps7412	nrps10750	NRPS	Pyoverdine
SID00192	SID00192_ctg12.region001	nrps7413	nrps10750	NRPS	Putisolvin
SID00192	SID00192_ctg13.region001	nrps7414	nrps10750	NRPS	Rhizomide A / rhizomide B / rhizomide C
SID00780	SID00780_ctg0.region002	pksother4984	pksother3708	PKS-like	Butirosin
SID00780	SID00780_ctg1.region001	terpene8696	terpene7676	terpene	None
SID00780	SID00780_ctg2.region001	others12702	others12702	other	Bacilysin
SID00780	SID00780_ctg3.region001	nrps3582	nrps10750	transAT-PKS;NRPS	Bacillaene
SID00780	SID00780_ctg4.region001	pksother10628	pksother10748	transAT-PKS;NRPS	Bacillaene
SID00780	SID00780_ctg5.region001	pksnrp3582	pksnrp10748	transAT-PKS;NRPS	Bacillaene
SID00780	SID00780_ctg6.region002	pksother8575	pksother3708	transAT-PKS	Macrolactin
SID00780	SID00780_ctg7.region001	pksother3582	pksother10748	transAT-PKS-like;NRPS	Bacillaene
SID00780	SID00780_ctg8.region001	nrps3582	nrps10750	transAT-PKS-like;NRPS	Bacillaene
SID00780	SID00780_ctg9.region001	pksnrp3582	pksnrp10748	transAT-PKS-like;NRPS	Bacillaene
SID00780	SID00780_ctg10.region001	pksother8701	pksother8701	transAT-PKS-like	Difficidin
SID00780	SID00780_ctg11.region001	nrps5113	nrps5113	NRPS;betalactone;transAT-PKS	Fengycin
SID00780	SID00780_ctg12.region001	others5113	others3580	NRPS;betalactone;transAT-PKS	Fengycin
SID00780	SID00780_ctg13.region001	pksother7422	pksother3708	NRPS;betalactone;transAT-PKS	Fengycin
SID00780	SID00780_ctg14.region001	terpene5116	terpene11261	terpene	None
SID00780	SID00780_ctg15.region002	pksother10738	pksother10738	T3PKS	None
SID00780	SID00780_ctg16.region001	pksother8697	pksother8697	transAT-PKS	Difficidin
SID00780	SID00780_ctg17.region001	nrps3579	nrps3579	NRPS	Surfactin
SID00780	SID00780_ctg18.region001	nrps8594	nrps8594	NRPS	Plipastatin
SID00780	SID00780_ctg19.region001	nrps8692	nrps8692	NRPS	Plipastatin
SID00780	SID00780_ctg20.region001	ripps5881	ripps3447	NRPS	Bacillibactin
SID00780	SID00780_ctg21.region001	others5881	others3580	NRPS	Bacillibactin
SID00780	SID00780_ctg22.region001	nrps4601	nrps10750	NRPS	Bacillibactin
SID00780	SID00780_ctg23.region001	ripps8764	ripps3447	LAP	Plantathiazolicin / plantazolicin
SID00780	SID00780_ctg24.region001	nrps5500	nrps5886	NRPS	Surfactin
SID00780	SID00780_ctg25.region001	nrps5097	nrps5097	NRPS	Surfactin
SID00780	SID00780_ctg26.region001	nrps5503	nrps10750	NRPS	Fengycin
SID00780	SID00780_ctg27.region001	pksother5498	pksother5498	transAT-PKS-like	Difficidin
SID00231	SID00231_ctg0.region002	ripps5881	ripps3447	NRPS	Bacillibactin
SID00231	SID00231_ctg1.region002	others5881	others3580	NRPS	Bacillibactin
SID00231	SID00231_ctg2.region001	others12702	others12702	other	Bacilysin
SID00231	SID00231_ctg3.region002	nrps4601	nrps10750	NRPS	Bacillibactin
SID00231	SID00231_ctg4.region001	pksother5114	pksother5114	transAT-PKS	Difficidin
SID00231	SID00231_ctg5.region001	ripps5531	ripps3447	thiopeptide;LAP	None
SID00231	SID00231_ctg6.region002	nrps3579	nrps3579	NRPS	Surfactin
SID00231	SID00231_ctg7.region002	terpene5116	terpene11261	terpene	None
SID00231	SID00231_ctg8.region001	nrps4598	nrps4598	NRPS	Plipastatin
SID00231	SID00231_ctg9.region004	pksother8701	pksother8701	transAT-PKS-like	Difficidin
SID00231	SID00231_ctg10.region003	pksother8702	pksother8702	T3PKS	None
SID00231	SID00231_ctg11.region001	pksother4984	pksother3708	PKS-like	Butirosin
SID00231	SID00231_ctg12.region002	terpene8696	terpene7676	terpene	None
SID00231	SID00231_ctg13.region003	nrps5113	nrps5113	NRPS;transAT-PKS;betalactone	Fengycin
SID00231	SID00231_ctg14.region002	pksnrp3582	pksnrp10748	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00231	SID00231_ctg15.region002	pksother3582	pksother10748	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00231	SID00231_ctg16.region003	pksother12634	pksother3708	NRPS;transAT-PKS;betalactone	Fengycin
SID00231	SID00231_ctg17.region001	pksother8575	pksother3708	transAT-PKS	Macrolactin
SID00231	SID00231_ctg18.region002	nrps3582	nrps10750	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00231	SID00231_ctg19.region003	others5113	others3580	NRPS;transAT-PKS;betalactone	Fengycin
SID00231	SID00231_ctg20.region001	pksother5498	pksother5498	transAT-PKS-like	Difficidin
SID00231	SID00231_ctg21.region001	pksother7450	pksother3708	transAT-PKS-like	None
SID00807	SID00807_ctg0.region001	nrps5117	nrps3579	NRPS	Surfactin
SID00807	SID00807_ctg1.region001	nrps8692	nrps8692	NRPS	Fengycin
SID00807	SID00807_ctg2.region001	pksother4984	pksother3708	PKS-like	Butirosin
SID00807	SID00807_ctg3.region003	pksother8575	pksother3708	transAT-PKS	Macrolactin
SID00807	SID00807_ctg4.region002	terpene3573	terpene7676	terpene	None
SID00807	SID00807_ctg5.region001	pksnrp3582	pksnrp10748	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00807	SID00807_ctg6.region001	pksother3582	pksother10748	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00807	SID00807_ctg7.region001	nrps3582	nrps10750	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00807	SID00807_ctg8.region001	pksother8697	pksother8697	transAT-PKS	Difficidin
SID00807	SID00807_ctg9.region001	pksother12634	pksother3708	NRPS;transAT-PKS;betalactone	Fengycin
SID00807	SID00807_ctg10.region001	nrps5113	nrps5113	NRPS;transAT-PKS;betalactone	Fengycin
SID00807	SID00807_ctg11.region001	others5113	others3580	NRPS;transAT-PKS;betalactone	Fengycin
SID00807	SID00807_ctg12.region001	others12702	others12702	other	Bacilysin
SID00807	SID00807_ctg13.region001	nrps4601	nrps10750	NRPS	Bacillibactin
SID00807	SID00807_ctg14.region002	nrps8594	nrps8594	NRPS	Plipastatin
SID00807	SID00807_ctg15.region001	terpene5116	terpene11261	terpene	None
SID00807	SID00807_ctg16.region002	nrps8698	nrps8698	NRPS	Surfactin
SID00807	SID00807_ctg17.region001	ripps190	ripps3447	lanthipeptide	Locillomycin
SID00807	SID00807_ctg18.region001	pksother8701	pksother8701	transAT-PKS-like	Difficidin
SID00807	SID00807_ctg19.region002	pksother10738	pksother10738	T3PKS	None
SID00807	SID00807_ctg20.region001	others5494	others3580	ladderane	None
SID00807	SID00807_ctg21.region001	pksother8575	pksother3708	transAT-PKS-like	Macrolactin
SID00807	SID00807_ctg22.region001	pksother8569	pksother3708	transAT-PKS-like	Difficidin
SID00807	SID00807_ctg23.region001	pksother5498	pksother5498	transAT-PKS-like	Difficidin
SID00807	SID00807_ctg24.region001	nrps4599	nrps5886	NRPS	Surfactin
SID01201	SID01201_ctg0.region001	pksother7422	pksother3708	NRPS;transAT-PKS;betalactone	Fengycin
SID01201	SID01201_ctg1.region001	others5113	others3580	NRPS;transAT-PKS;betalactone	Fengycin
SID01201	SID01201_ctg2.region001	nrps5113	nrps5113	NRPS;transAT-PKS;betalactone	Fengycin
SID01201	SID01201_ctg3.region001	ripps5531	ripps3447	thiopeptide;LAP	None
SID01201	SID01201_ctg4.region002	nrps8698	nrps8698	NRPS	Surfactin
SID01201	SID01201_ctg5.region002	terpene5116	terpene11261	terpene	None
SID01201	SID01201_ctg6.region001	nrps8594	nrps8594	NRPS	Plipastatin
SID01201	SID01201_ctg7.region001	ripps5881	ripps3447	NRPS	Bacillibactin
SID01201	SID01201_ctg8.region001	others5881	others3580	NRPS	Bacillibactin
SID01201	SID01201_ctg9.region001	nrps4601	nrps10750	NRPS	Bacillibactin
SID01201	SID01201_ctg10.region003	pksother4984	pksother3708	PKS-like	Butirosin
SID01201	SID01201_ctg11.region001	nrps5880	nrps5880	NRPS	None
SID01201	SID01201_ctg12.region002	terpene8696	terpene7676	terpene	None
SID01201	SID01201_ctg13.region001	pksother8697	pksother8697	transAT-PKS	Difficidin
SID01201	SID01201_ctg14.region001	nrps5117	nrps3579	NRPS	Surfactin
SID01201	SID01201_ctg15.region001	nrps7545	nrps10750	NRPS	Fengycin
SID01201	SID01201_ctg16.region001	pksnrp3582	pksnrp10748	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID01201	SID01201_ctg17.region001	nrps3582	nrps10750	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID01201	SID01201_ctg18.region001	pksother3582	pksother10748	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID01201	SID01201_ctg19.region001	nrps7485	nrps10750	NRPS	None
SID01201	SID01201_ctg20.region001	others8700	others8700	other	Bacilysin
SID01201	SID01201_ctg21.region001	pksother8702	pksother8702	T3PKS	None
SID01201	SID01201_ctg22.region002	pksother5119	pksother5119	transAT-PKS-like	Difficidin
SID01201	SID01201_ctg23.region001	nrps8692	nrps8692	NRPS	Fengycin
SID01201	SID01201_ctg24.region001	nrps5845	nrps10750	NRPS	Pelgipeptin
SID01201	SID01201_ctg25.region001	nrps5886	nrps5886	NRPS	Surfactin
SID01201	SID01201_ctg26.region001	nrps7492	nrps10750	NRPS	None
SID00922	SID00922_ctg0.region003	pksnrp3582	pksnrp10748	transAT-PKS;NRPS	Bacillaene
SID00922	SID00922_ctg1.region002	nrps8594	nrps8594	NRPS;betalactone;transAT-PKS	Fengycin
SID00922	SID00922_ctg2.region003	nrps3582	nrps10750	transAT-PKS;NRPS	Bacillaene
SID00922	SID00922_ctg3.region002	others5113	others3580	NRPS;betalactone;transAT-PKS	Fengycin
SID00922	SID00922_ctg4.region001	terpene5116	terpene11261	terpene	None
SID00922	SID00922_ctg5.region002	pksother12634	pksother3708	NRPS;betalactone;transAT-PKS	Fengycin
SID00922	SID00922_ctg6.region004	pksother8575	pksother3708	transAT-PKS	Macrolactin
SID00922	SID00922_ctg7.region003	pksother3582	pksother10748	transAT-PKS;NRPS	Bacillaene
SID00922	SID00922_ctg8.region001	others12702	others12702	other	Bacilysin
SID00922	SID00922_ctg9.region001	nrps4601	nrps10750	NRPS	Bacillibactin
SID00922	SID00922_ctg10.region001	ripps5881	ripps3447	NRPS	Bacillibactin
SID00922	SID00922_ctg11.region001	others5881	others3580	NRPS	Bacillibactin
SID00922	SID00922_ctg12.region002	pksother8697	pksother8697	transAT-PKS-like;transAT-PKS	Difficidin
SID00922	SID00922_ctg13.region001	pksother10738	pksother10738	T3PKS	None
SID00922	SID00922_ctg14.region002	nrps3579	nrps3579	NRPS	Surfactin
SID00922	SID00922_ctg15.region001	ripps5531	ripps3447	thiopeptide;LAP	None
SID00922	SID00922_ctg16.region001	terpene8696	terpene7676	terpene	None
SID00922	SID00922_ctg17.region002	pksother4984	pksother3708	PKS-like	Butirosin
SID00368	SID00368_ctg0.region001	others12702	others12702	other	Bacilysin
SID00368	SID00368_ctg1.region001	nrps3582	nrps10750	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00368	SID00368_ctg2.region001	pksnrp3582	pksnrp10748	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00368	SID00368_ctg3.region001	pksother3582	pksother10748	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00368	SID00368_ctg4.region001	nrps5500	nrps5886	NRPS	Surfactin
SID00368	SID00368_ctg5.region001	nrps8698	nrps8698	NRPS	Surfactin
SID00368	SID00368_ctg6.region001	pksother8697	pksother8697	transAT-PKS	Difficidin
SID00368	SID00368_ctg7.region002	terpene8696	terpene7676	terpene	None
SID00368	SID00368_ctg8.region001	pksother4984	pksother3708	PKS-like	Butirosin
SID00368	SID00368_ctg9.region001	pksother8701	pksother8701	transAT-PKS-like	Difficidin
SID00368	SID00368_ctg10.region002	pksother8702	pksother8702	T3PKS	None
SID00368	SID00368_ctg11.region001	nrps10942	nrps10750	NRPS-like	Rhizocticin
SID00368	SID00368_ctg12.region001	nrps8594	nrps8594	NRPS	Plipastatin
SID00368	SID00368_ctg13.region001	others3580	others3580	bacteriocin	Fengycin
SID00368	SID00368_ctg14.region001	ripps10941	ripps3447	bacteriocin	Fengycin
SID00368	SID00368_ctg15.region001	nrps5113	nrps5113	bacteriocin	Fengycin
SID00368	SID00368_ctg16.region001	pksother7422	pksother3708	bacteriocin	Fengycin
SID00368	SID00368_ctg17.region001	ripps5851	ripps3447	lanthipeptide	Kijanimicin
SID00368	SID00368_ctg18.region001	pksother8895	pksother3708	NRPS;transAT-PKS	Rhizocticin
SID00368	SID00368_ctg19.region001	nrps8895	nrps10750	NRPS;transAT-PKS	Rhizocticin
SID00368	SID00368_ctg20.region001	pksnrp8895	pksnrp113	NRPS;transAT-PKS	Rhizocticin
SID00368	SID00368_ctg21.region001	nrps5117	nrps3579	NRPS	Surfactin
SID00368	SID00368_ctg22.region001	pksother8575	pksother3708	transAT-PKS	Macrolactin
SID00368	SID00368_ctg23.region001	pksother5498	pksother5498	transAT-PKS-like	Difficidin
SID00368	SID00368_ctg24.region001	nrps4601	nrps10750	NRPS	Bacillibactin
SID00368	SID00368_ctg25.region001	others5881	others3580	NRPS	Bacillibactin
SID00368	SID00368_ctg26.region001	ripps5881	ripps3447	NRPS	Bacillibactin
SID00368	SID00368_ctg27.region001	nrps7523	nrps10750	NRPS	Fengycin
SID00368	SID00368_ctg28.region001	nrps4959	nrps10750	NRPS	None
SID00799	SID00799_ctg0.region001	nrps5845	nrps10750	NRPS	Pelgipeptin
SID00799	SID00799_ctg1.region001	nrps5887	nrps10750	NRPS	None
SID00799	SID00799_ctg2.region002	pksother8701	pksother8701	transAT-PKS-like	Difficidin
SID00799	SID00799_ctg3.region001	pksother8702	pksother8702	T3PKS	None
SID00799	SID00799_ctg4.region001	pksother4984	pksother3708	PKS-like	Butirosin
SID00799	SID00799_ctg5.region003	nrps5880	nrps5880	NRPS	None
SID00799	SID00799_ctg6.region002	terpene8696	terpene7676	terpene	None
SID00799	SID00799_ctg7.region001	pksother8697	pksother8697	transAT-PKS	Difficidin
SID00799	SID00799_ctg8.region001	nrps5117	nrps3579	NRPS	Surfactin
SID00799	SID00799_ctg9.region001	ripps5531	ripps3447	thiopeptide;LAP	None
SID00799	SID00799_ctg10.region002	nrps8698	nrps8698	NRPS	Surfactin
SID00799	SID00799_ctg11.region001	nrps5113	nrps5113	NRPS;transAT-PKS;betalactone	Fengycin
SID00799	SID00799_ctg12.region001	others5113	others3580	NRPS;transAT-PKS;betalactone	Fengycin
SID00799	SID00799_ctg13.region001	pksother7422	pksother3708	NRPS;transAT-PKS;betalactone	Fengycin
SID00799	SID00799_ctg14.region001	others8700	others8700	other	Bacilysin
SID00799	SID00799_ctg15.region001	nrps4601	nrps10750	bacteriocin	Bacillibactin
SID00799	SID00799_ctg16.region001	ripps5881	ripps3447	bacteriocin	Bacillibactin
SID00799	SID00799_ctg17.region001	others5881	others3580	bacteriocin	Bacillibactin
SID00799	SID00799_ctg18.region001	nrps8594	nrps8594	NRPS	Plipastatin
SID00799	SID00799_ctg19.region002	terpene5116	terpene11261	terpene	None
SID00799	SID00799_ctg20.region001	nrps3582	nrps10750	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00799	SID00799_ctg21.region001	pksother3582	pksother10748	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00799	SID00799_ctg22.region001	pksnrp3582	pksnrp10748	transAT-PKS;transAT-PKS-like;NRPS	Bacillaene
SID00799	SID00799_ctg23.region001	nrps5886	nrps5886	NRPS	Surfactin
SID00799	SID00799_ctg24.region001	nrps8692	nrps8692	NRPS	Plipastatin
